time:30/Jul/2022:07:35:16 +0000	host:127.0.0.1	forwardedfor:-	req:POST /initialize HTTP/2.0	method:POST	uri:/initialize	status:200	size:55	referer:-	ua:isucandar	reqtime:2.507	runtime:-	apptime:2.508	cache:-	vhost:admin.t.isucon.dev
time:30/Jul/2022:07:35:16 +0000	host:127.0.0.1	forwardedfor:-	req:POST /api/admin/tenants/add HTTP/2.0	method:POST	uri:/api/admin/tenants/add	status:200	size:174	referer:-	ua:isucandar	reqtime:0.090	runtime:-	apptime:0.092	cache:-	vhost:admin.t.isucon.dev
time:30/Jul/2022:07:35:16 +0000	host:127.0.0.1	forwardedfor:-	req:POST /api/admin/tenants/add HTTP/2.0	method:POST	uri:/api/admin/tenants/add	status:401	size:39	referer:-	ua:isucandar	reqtime:0.006	runtime:-	apptime:0.004	cache:-	vhost:admin.t.isucon.dev
time:30/Jul/2022:07:35:16 +0000	host:127.0.0.1	forwardedfor:-	req:POST /api/admin/tenants/add HTTP/2.0	method:POST	uri:/api/admin/tenants/add	status:200	size:177	referer:-	ua:isucandar	reqtime:0.061	runtime:-	apptime:0.060	cache:-	vhost:admin.t.isucon.dev
time:30/Jul/2022:07:35:16 +0000	host:127.0.0.1	forwardedfor:-	req:POST /api/admin/tenants/add HTTP/2.0	method:POST	uri:/api/admin/tenants/add	status:200	size:187	referer:-	ua:isucandar	reqtime:0.076	runtime:-	apptime:0.076	cache:-	vhost:admin.t.isucon.dev
time:30/Jul/2022:07:35:16 +0000	host:127.0.0.1	forwardedfor:-	req:GET /index.html HTTP/2.0	method:GET	uri:/index.html	status:200	size:479	referer:-	ua:isucandar	reqtime:0.000	runtime:-	apptime:-	cache:-	vhost:isucon.t.isucon.dev
time:30/Jul/2022:07:35:16 +0000	host:127.0.0.1	forwardedfor:-	req:GET /js/app.3a4ec98c.js HTTP/2.0	method:GET	uri:/js/app.3a4ec98c.js	status:200	size:33294	referer:-	ua:isucandar	reqtime:0.000	runtime:-	apptime:-	cache:-	vhost:isucon.t.isucon.dev
time:30/Jul/2022:07:35:16 +0000	host:127.0.0.1	forwardedfor:-	req:GET /css/app.83b4c321.css HTTP/2.0	method:GET	uri:/css/app.83b4c321.css	status:200	size:4868	referer:-	ua:isucandar	reqtime:0.000	runtime:-	apptime:-	cache:-	vhost:isucon.t.isucon.dev
time:30/Jul/2022:07:35:16 +0000	host:127.0.0.1	forwardedfor:-	req:POST /api/admin/tenants/add HTTP/2.0	method:POST	uri:/api/admin/tenants/add	status:401	size:39	referer:-	ua:isucandar	reqtime:0.002	runtime:-	apptime:0.000	cache:-	vhost:admin.t.isucon.dev
time:30/Jul/2022:07:35:16 +0000	host:127.0.0.1	forwardedfor:-	req:POST /api/organizer/competitions/add HTTP/2.0	method:POST	uri:/api/organizer/competitions/add	status:200	size:156	referer:-	ua:isucandar	reqtime:0.030	runtime:-	apptime:0.032	cache:-	vhost:ni-csf-1659166516.t.isucon.dev
time:30/Jul/2022:07:35:16 +0000	host:127.0.0.1	forwardedfor:-	req:POST /api/admin/tenants/add HTTP/2.0	method:POST	uri:/api/admin/tenants/add	status:401	size:39	referer:-	ua:isucandar	reqtime:0.005	runtime:-	apptime:0.004	cache:-	vhost:admin.t.isucon.dev
time:30/Jul/2022:07:35:16 +0000	host:127.0.0.1	forwardedfor:-	req:POST /api/admin/tenants/add HTTP/2.0	method:POST	uri:/api/admin/tenants/add	status:200	size:196	referer:-	ua:isucandar	reqtime:0.050	runtime:-	apptime:0.048	cache:-	vhost:admin.t.isucon.dev
time:30/Jul/2022:07:35:16 +0000	host:127.0.0.1	forwardedfor:-	req:POST /api/organizer/competitions/add HTTP/2.0	method:POST	uri:/api/organizer/competitions/add	status:401	size:39	referer:-	ua:isucandar	reqtime:0.005	runtime:-	apptime:0.004	cache:-	vhost:null-null.t.isucon.dev
time:30/Jul/2022:07:35:16 +0000	host:127.0.0.1	forwardedfor:-	req:GET /api/player/competitions HTTP/2.0	method:GET	uri:/api/player/competitions	status:401	size:39	referer:-	ua:isucandar	reqtime:0.002	runtime:-	apptime:0.000	cache:-	vhost:qxdp-hr-1659166516.t.isucon.dev
time:30/Jul/2022:07:35:17 +0000	host:127.0.0.1	forwardedfor:-	req:GET /api/admin/tenants/billing?before=17 HTTP/2.0	method:GET	uri:/api/admin/tenants/billing?before=17	status:200	size:1521	referer:-	ua:isucandar	reqtime:1.440	runtime:-	apptime:1.440	cache:-	vhost:admin.t.isucon.dev
time:30/Jul/2022:07:35:18 +0000	host:127.0.0.1	forwardedfor:-	req:POST /api/organizer/players/add HTTP/2.0	method:POST	uri:/api/organizer/players/add	status:200	size:12150	referer:-	ua:isucandar	reqtime:1.976	runtime:-	apptime:1.976	cache:-	vhost:f-lqdt-1659166516.t.isucon.dev
time:30/Jul/2022:07:35:18 +0000	host:127.0.0.1	forwardedfor:-	req:GET /api/organizer/players HTTP/2.0	method:GET	uri:/api/organizer/players	status:200	size:12150	referer:-	ua:isucandar	reqtime:0.004	runtime:-	apptime:0.004	cache:-	vhost:f-lqdt-1659166516.t.isucon.dev
time:30/Jul/2022:07:35:18 +0000	host:127.0.0.1	forwardedfor:-	req:POST /api/organizer/competitions/add HTTP/2.0	method:POST	uri:/api/organizer/competitions/add	status:200	size:155	referer:-	ua:isucandar	reqtime:0.020	runtime:-	apptime:0.020	cache:-	vhost:f-lqdt-1659166516.t.isucon.dev
time:30/Jul/2022:07:35:18 +0000	host:127.0.0.1	forwardedfor:-	req:POST /api/organizer/player/9fa52521/disqualified HTTP/2.0	method:POST	uri:/api/organizer/player/9fa52521/disqualified	status:200	size:157	referer:-	ua:isucandar	reqtime:0.008	runtime:-	apptime:0.008	cache:-	vhost:f-lqdt-1659166516.t.isucon.dev
time:30/Jul/2022:07:35:18 +0000	host:127.0.0.1	forwardedfor:-	req:POST /api/organizer/players/add HTTP/2.0	method:POST	uri:/api/organizer/players/add	status:200	size:12150	referer:-	ua:isucandar	reqtime:1.916	runtime:-	apptime:1.916	cache:-	vhost:badrequest-tenantid.t.isucon.dev
time:30/Jul/2022:07:35:18 +0000	host:127.0.0.1	forwardedfor:-	req:POST /api/admin/tenants/add HTTP/2.0	method:POST	uri:/api/admin/tenants/add	status:400	size:39	referer:-	ua:isucandar	reqtime:0.001	runtime:-	apptime:0.004	cache:-	vhost:admin.t.isucon.dev
time:30/Jul/2022:07:35:18 +0000	host:127.0.0.1	forwardedfor:-	req:POST /api/admin/tenants/add HTTP/2.0	method:POST	uri:/api/admin/tenants/add	status:400	size:39	referer:-	ua:isucandar	reqtime:0.009	runtime:-	apptime:0.008	cache:-	vhost:admin.t.isucon.dev
time:30/Jul/2022:07:35:18 +0000	host:127.0.0.1	forwardedfor:-	req:POST /api/organizer/player/0000000000/disqualified HTTP/2.0	method:POST	uri:/api/organizer/player/0000000000/disqualified	status:404	size:39	referer:-	ua:isucandar	reqtime:0.001	runtime:-	apptime:0.000	cache:-	vhost:badrequest-tenantid.t.isucon.dev
time:30/Jul/2022:07:35:18 +0000	host:127.0.0.1	forwardedfor:-	req:POST /api/organizer/competitions/add HTTP/2.0	method:POST	uri:/api/organizer/competitions/add	status:200	size:171	referer:-	ua:isucandar	reqtime:0.020	runtime:-	apptime:0.020	cache:-	vhost:badrequest-tenantid.t.isucon.dev
